Name,Link,Tags
Baldur's Gate II: Enhanced Edition,https://store.steampowered.com/app/257350/Baldurs_Gate_II_Enhanced_Edition/?snr=1_7_7_7000_150_15,"RPG,Dungeons & Dragons,Story Rich,Fantasy,CRPG,Party-Based RPG,Tabletop,Open World,Real-Time with Pause,Character Customization,Adventure,Choices Matter,Multiplayer,Magic,Online Co-Op,Singleplayer,Atmospheric,Action-Adventure,Isometric,Old School"
The Complex: Expedition,https://store.steampowered.com/app/2172260/The_Complex_Expedition/?snr=1_7_7_7000_150_15,"Horror,Exploration,Realistic,Story Rich,Singleplayer,Action,Mystery,Psychological Horror,Adventure,Simulation,Cinematic,Immersive Sim,First-Person,3D,1990's,Atmospheric,Thriller,America,Open World,Early Access"
Paragon: The Overprime,https://store.steampowered.com/app/1531430/Paragon_The_Overprime/?snr=1_7_7_7000_150_15,"Early Access,Sci-fi,MOBA,Cinematic,Multiplayer,Third-Person Shooter,PvP,Hero Shooter,Third Person,eSports,Team-Based,3D,Arena Shooter,PvE,Tutorial,Action,Strategy,3D Fighter,Surreal,Character Customization"
We Were Here Together,https://store.steampowered.com/app/865360/We_Were_Here_Together/?snr=1_7_7_7000_150_15,"Story Rich,Online Co-Op,Co-op Campaign,Puzzle,Escape Room,Exploration,Adventure,Linear,Action-Adventure,Co-op,Multiplayer,Horror,Investigation,Mystery,First-Person,Atmospheric,Psychological Horror,Dark,Casual,Indie"
OMORI,https://store.steampowered.com/app/1150690/OMORI/?snr=1_7_7_7000_150_15,"Psychological Horror,Story Rich,Pixel Graphics,Indie,Great Soundtrack,RPG,Multiple Endings,Hand-drawn,RPGMaker,Horror,Colorful,2D,Turn-Based,Atmospheric,Party-Based RPG,Exploration,JRPG,Anime,Stylized,Fantasy"
Viscera Cleanup Detail,https://store.steampowered.com/app/246900/Viscera_Cleanup_Detail/?snr=1_7_7_7000_150_16,"Simulation,Gore,Multiplayer,Co-op,First-Person,Funny,Indie,Physics,Sci-fi,Comedy,Space,Singleplayer,Horror,Blood,Casual,Walking Simulator,Sandbox,Parody,Adventure,Relaxing"
Syrian Warfare,https://store.steampowered.com/app/485980/Syrian_Warfare/?snr=1_7_7_7000_150_16,"Real Time Tactics,RTS,Realistic,Military,Atmospheric,Wargame,Modern,Historical,Strategy,Tactical,War,Singleplayer,Indie,Real-Time,Memes,Moddable,Level Editor,Physics,Multiplayer,Simulation"
The Jackbox Party Pack 6,https://store.steampowered.com/app/1005300/The_Jackbox_Party_Pack_6/?snr=1_7_7_7000_150_16,"Trivia,Casual,Multiplayer,Indie,Local Multiplayer,Funny,Party,Comedy,Board Game,Party Game,Local Co-Op,Family Friendly,Co-op,Strategy,Social Deduction,Singleplayer"
DYSMANTLE,https://store.steampowered.com/app/846770/DYSMANTLE/?snr=1_7_7_7000_150_16,"Survival,Open World,Crafting,Zombies,RPG,Adventure,Base Building,Exploration,Action,Destruction,Top-Down,Indie,Dystopian,Fishing,Hunting,Sandbox,Loot,Agriculture,Simulation,Atmospheric"
Into the Radius VR,https://store.steampowered.com/app/1012790/Into_the_Radius_VR/?snr=1_7_7_7000_150_16,"VR,Survival,Atmospheric,Horror,Post-apocalyptic,Open World,Shooter,Singleplayer,Survival Horror,FPS,Exploration,Realistic,First-Person,Indie,Gun Customization,Tactical,Simulation,Physics,Action,Violent"
Astro Colony,https://store.steampowered.com/app/1614550/Astro_Colony/?snr=1_7_7_7000_150_16,"Early Access,Automation,Resource Management,Space,Base Building,Sandbox,Exploration,Crafting,3D,Flight,Open World,Building,Action-Adventure,Space Sim,Voxel,Procedural Generation,Mars,First-Person,Management,Survival"
KovaaK's,https://store.steampowered.com/app/824270/KovaaKs/?snr=1_7_7_7000_150_16,"Action,Shooter,Simulation,FPS,Indie,First-Person,Software Training,Singleplayer,Controller,Multiplayer"
Supremacy 1914: World War 1,https://store.steampowered.com/app/979920/Supremacy_1914_World_War_1/?snr=1_7_7_7000_150_16,"Strategy,Free to Play,War,World War I,Historical,Military,Simulation,Grand Strategy,Multiplayer,Massively Multiplayer,Diplomacy,Wargame,Co-op,Tactical,Singleplayer,Alternate History,Politics,RTS,Replay Value,Board Game"
STASIS: BONE TOTEM,https://store.steampowered.com/app/1426010/STASIS_BONE_TOTEM/?snr=1_7_7_7000_150_16,"Point & Click,Adventure,Isometric,Puzzle,Psychological Horror,2.5D,Story Rich,Horror,Sci-fi,Exploration,FMV,Submarine,Atmospheric,Conversation,Investigation,Cinematic,1980s,Survival Horror,Aliens,Singleplayer"
World War 3,https://store.steampowered.com/app/674020/World_War_3/?snr=1_7_7_7000_150_16,"FPS,Multiplayer,Shooter,Military,Tactical,War,PvP,Modern,Action,Team-Based,Realistic,Combat,First-Person,Character Customization,Gun Customization,Early Access,Atmospheric,Physics,3D,Vehicular Combat"
PixARK,https://store.steampowered.com/app/593600/PixARK/?snr=1_7_7_7000_150_16,"Survival,Adventure,Open World,Massively Multiplayer,Multiplayer,Sandbox,Dinosaurs,RPG,Action,Pixel Graphics,Casual,Strategy,Building,Crafting,Voxel,Early Access,Base Building,Magic,FPS,Singleplayer"
Tricky Towers,https://store.steampowered.com/app/437920/Tricky_Towers/?snr=1_7_7_7000_150_16,"Party Game,Puzzle,Multiplayer,Physics,Casual,Building,Funny,Family Friendly,Arcade,Cartoony,Local Multiplayer,4 Player Local,Online Co-Op,Singleplayer,Local Co-Op,PvP,Strategy,Party,Colorful,Stylized"
Super Animal Royale,https://store.steampowered.com/app/843380/Super_Animal_Royale/?snr=1_7_7_7000_150_16,"Battle Royale,Free to Play,Cute,Multiplayer,Casual,Online Co-Op,Funny,Shooter,Massively Multiplayer,Character Customization,Co-op,Top-Down Shooter,Indie,Action,PvP,Lore-Rich,Family Friendly,Survival,Colorful,Adventure"
Aquatico,https://store.steampowered.com/app/1812300/Aquatico/?snr=1_7_7_7000_150_16,"City Builder,Strategy,Colony Sim,Underwater,Building,Economy,Futuristic,Management,Base Building,Post-apocalyptic,Sci-fi,Open World,Resource Management,Singleplayer,Survival,Nature,Simulation,Sandbox"
Craft The World,https://store.steampowered.com/app/248390/Craft_The_World/?snr=1_7_7_7000_150_16,"Sandbox,Crafting,Colony Sim,Building,Survival,Strategy,Indie,Simulation,Multiplayer,2D,RPG,City Builder,Open World,Singleplayer,Resource Management,Fantasy,Adventure,God Game,Tower Defense,Side Scroller"
West Hunt,https://store.steampowered.com/app/1570330/West_Hunt/?snr=1_7_7_7000_150_16,"Social Deduction,Party Game,PvP,Multiplayer,Online Co-Op,Team-Based,Stealth,Funny,Survival,Detective,Strategy,Western,Assassin,Competitive,Casual,Third-Person Shooter,Action RPG,3D,Indie,Third Person"
Necesse,https://store.steampowered.com/app/1169040/Necesse/?snr=1_7_7_7000_150_16,"Open World Survival Craft,Survival,Sandbox,Base Building,Building,Open World,Crafting,Adventure,Action,Early Access,Strategy,City Builder,Multiplayer,Singleplayer,Co-op,Exploration,2D,Online Co-Op,Atmospheric,Replay Value"
Creepy Tale 3: Ingrid Penance,https://store.steampowered.com/app/1761780/Creepy_Tale_3_Ingrid_Penance/?snr=1_7_7_7000_150_16,"Dark,Singleplayer,Horror,Narration,Escape Room,Puzzle,Drama,Mystery,Point & Click,Supernatural,Atmospheric,Psychological Horror,Adventure,Story Rich,Hand-drawn,Indie,RPG,2D,Side Scroller,Puzzle Platformer"
Farming Simulator 19,https://store.steampowered.com/app/787860/Farming_Simulator_19/?snr=1_7_7_7000_150_17,"Simulation,Farming Sim,Multiplayer,Agriculture,Realistic,Open World,Driving,Singleplayer,Management,Automobile Sim,Moddable,Co-op,Resource Management,Relaxing,First-Person,Online Co-Op,Economy,Family Friendly,Atmospheric,Strategy"
Mount & Blade: Warband,https://store.steampowered.com/app/48700/Mount__Blade_Warband/?snr=1_7_7_7000_150_17,"Medieval,RPG,Open World,Strategy,Sandbox,Multiplayer,Action,Moddable,Military,Adventure,Horses,Singleplayer,Realistic,First-Person,Historical,Third Person,Simulation,Hack and Slash,Fantasy,Indie"
Torchlight: Infinite,https://store.steampowered.com/app/1974050/Torchlight_Infinite/?snr=1_7_7_7000_150_17,"RPG,Hack and Slash,Loot,Action RPG,Action,Adventure,Combat,Dungeon Crawler,Action-Adventure,Multiplayer,Top-Down,Singleplayer,Drama,Fantasy,Free to Play,Story Rich,Character Customization,Time Travel,Co-op,Magic"
Fisher Online,https://store.steampowered.com/app/1094780/Fisher_Online/?snr=1_7_7_7000_150_17,"Fishing,Simulation,Massively Multiplayer,Early Access,Indie"
Universe Sandbox,https://store.steampowered.com/app/230290/Universe_Sandbox/?snr=1_7_7_7000_150_17,"Sandbox,Space,Simulation,Physics,Science,Destruction,Realistic,God Game,Education,Singleplayer,Early Access,VR,Open World,Indie,Casual,Atmospheric,Sci-fi,Great Soundtrack,Exploration,Space Sim"
SUPERHOT VR,https://store.steampowered.com/app/617830/SUPERHOT_VR/?snr=1_7_7_7000_150_17,"VR,Shooter,Bullet Time,FPS,Puzzle,Time Manipulation,First-Person,Atmospheric,Cyberpunk,Cinematic,Action,Singleplayer,Sci-fi,Minimalist,Adventure,Artificial Intelligence,Hero Shooter,Combat,Retro,Old School"
"Warhammer 40,000: Inquisitor - Martyr",https://store.steampowered.com/app/527430/Warhammer_40000_Inquisitor__Martyr/?snr=1_7_7_7000_150_17,"Warhammer 40K,Action RPG,RPG,Hack and Slash,Action,Loot,Adventure,Co-op,Indie,Games Workshop,Violent,Online Co-Op,Isometric,Multiplayer,Gore,Sci-fi,Singleplayer,Open World,Futuristic,Aliens"
BONEWORKS,https://store.steampowered.com/app/823500/BONEWORKS/?snr=1_7_7_7000_150_17,"VR,Physics,Action,Sandbox,Shooter,Singleplayer,Adventure,Puzzle,Great Soundtrack,First-Person,Simulation,Realistic,FPS,Indie,Violent,Horror,Parkour,Sci-fi,Gore,Funny"
Five Nights at Freddy's: Security Breach,https://store.steampowered.com/app/747660/Five_Nights_at_Freddys_Security_Breach/?snr=1_7_7_7000_150_17,"Horror,Survival Horror,Robots,Singleplayer,Stealth,Multiple Endings,First-Person,Exploration,3D,Action,Adventure,Indie,Artificial Intelligence,Story Rich,Thriller,Action-Adventure,Colorful,Family Friendly,Cartoony,Atmospheric"
G.O.P.O.T.A,https://store.steampowered.com/app/2389240/GOPOTA/?snr=1_7_7_7000_150_17,"Life Sim,First-Person,Dark Humor,Funny,Memes,Indie,Casual,Walking Simulator,Satire,Simulation,Choose Your Own Adventure,Exploration,3D,Realistic,Survival,Psychological,Relaxing,Perma Death,Singleplayer,Adventure"
Castle Crashers®,https://store.steampowered.com/app/204360/Castle_Crashers/?snr=1_7_7_7000_150_17,"2D,Online Co-Op,Funny,Beat 'em up,Hack and Slash,Co-op,Adventure,4 Player Local,Local Co-Op,Multiplayer,Local Multiplayer,Action,Singleplayer,Medieval,Cartoony,Cute,Comedy,RPG,Arcade,Casual"
Jagged Alliance 2 - Wildfire,https://store.steampowered.com/app/215930/Jagged_Alliance_2__Wildfire/?snr=1_7_7_7000_150_17,"Strategy,RPG,Turn-Based Tactics,Turn-Based Strategy,Turn-Based,Tactical,Singleplayer,Isometric,Tactical RPG,Classic,Action"
POLYGON,https://store.steampowered.com/app/1241100/POLYGON/?snr=1_7_7_7000_150_17,"FPS,Free to Play,Shooter,Multiplayer,Military,First-Person,Tactical,War,Action,Team-Based,PvP,Gun Customization,Massively Multiplayer,Competitive,Character Customization,Stylized,Indie,Early Access,Atmospheric,Colorful"
Skater XL - The Ultimate Skateboarding Game,https://store.steampowered.com/app/962730/Skater_XL__The_Ultimate_Skateboarding_Game/?snr=1_7_7_7000_150_17,"Skateboarding,Skating,Sports,Sandbox,Moddable,Mod,Simulation,Physics,Controller,Action,Singleplayer,Realistic,Adventure,Open World,Character Customization,Multiplayer,Snowboarding,Soundtrack,Indie,Early Access"
War Selection,https://store.steampowered.com/app/1022450/War_Selection/?snr=1_7_7_7000_150_17,"Strategy,Base Building,Free to Play,RTS,Multiplayer,Military,Massively Multiplayer,War,Online Co-Op,PvP,Singleplayer,Survival,Historical,Co-op,Management,Indie,PvE,Early Access,Atmospheric,Replay Value"
Stronghold HD,https://store.steampowered.com/app/40950/Stronghold_HD/?snr=1_7_7_7000_150_17,"Real Time Tactics,City Builder,Colony Sim,Sandbox,Building,Medieval,Tower Defense,Economy,Base Building,RTS,Strategy,2D,Isometric,Funny,Historical,Simulation,Open World,Atmospheric,Comedy,Resource Management"
House Party,https://store.steampowered.com/app/611790/House_Party/?snr=1_7_7_7000_150_17,"Nudity,Mature,NSFW,Choices Matter,Story Rich,Sandbox,Simulation,Adventure,Comedy,Sexual Content,Puzzle,Multiple Endings,Cinematic,Drama,3D,Choose Your Own Adventure,LGBTQ+,Life Sim,Female Protagonist,Singleplayer"
Internet Cafe Simulator 2,https://store.steampowered.com/app/1563180/Internet_Cafe_Simulator_2/?snr=1_7_7_7000_150_17,"Simulation,Management,Exploration,3D,Memes,Sandbox,First-Person,Arcade,Life Sim,Immersive Sim,Realistic,Singleplayer,Economy,Atmospheric,Sexual Content,Hacking,Funny,Open World,Indie,Multiple Endings"
Endling - Extinction is Forever,https://store.steampowered.com/app/898890/Endling__Extinction_is_Forever/?snr=1_7_7_7000_150_17,"Emotional,Adventure,Atmospheric,Indie,Survival,Cute,Nature,Simulation,Exploration,Singleplayer,Female Protagonist,Side Scroller,Drama,Dark,Dystopian,Stealth,Story Rich,Choices Matter,Colorful,Walking Simulator"
MONOPOLY Poker,https://store.steampowered.com/app/1474700/MONOPOLY_Poker/?snr=1_7_7_7000_150_18,"Casual,Multiplayer,Free to Play,Board Game,Simulation,Gambling,Strategy,Card Game,Turn-Based Tactics,PvP,3D,2D"
Captain of Industry,https://store.steampowered.com/app/1594320/Captain_of_Industry/?snr=1_7_7_7000_150_18,"Early Access,Automation,Resource Management,Base Building,Simulation,Strategy,Management,Economy,Colony Sim,Exploration,3D,Crafting,Agriculture,Realistic,Singleplayer,Building,Immersive Sim,Open World,City Builder,Adventure"
Steel Division 2,https://store.steampowered.com/app/919640/Steel_Division_2/?snr=1_7_7_7000_150_18,"Strategy,RTS,World War II,Military,War,Singleplayer,Simulation,Multiplayer,Indie,Historical,Tactical,Grand Strategy,Realistic,Co-op,Wargame,Turn-Based Strategy,Real-Time with Pause,Sandbox,Moddable,Replay Value"
Comedy Night,https://store.steampowered.com/app/665360/Comedy_Night/?snr=1_7_7_7000_150_18,"Casual,Comedy,Experimental,Funny,Dark Humor,Dark Comedy,Immersive Sim,PvP,Cute,RPG,Life Sim,Character Customization,Third Person,Memes,Conversation,Atmospheric,Co-op,Simulation,Online Co-Op,Multiplayer"
TRADER LIFE SIMULATOR,https://store.steampowered.com/app/1415660/TRADER_LIFE_SIMULATOR/?snr=1_7_7_7000_150_18,"Simulation,Life Sim,Building,Driving,Realistic,Economy,Logic,Sandbox,Survival,Exploration,Open World,First-Person,FPS,Singleplayer,Indie,Physics,Education,VR,3D,Inventory Management"
Darkest Dungeon® II,https://store.steampowered.com/app/1940340/Darkest_Dungeon_II/?snr=1_7_7_7000_150_18,"Turn-Based Tactics,Dark Fantasy,Roguelite,Dungeon Crawler,Lovecraftian,Singleplayer,Perma Death,CRPG,Story Rich,2D,Hand-drawn,Turn-Based,Roguelike,Procedural Generation,Gothic,Party-Based RPG,Turn-Based Strategy,Turn-Based Combat,RPG,Stylized"
Zero Hour,https://store.steampowered.com/app/1359090/Zero_Hour/?snr=1_7_7_7000_150_18,"Tactical,Shooter,FPS,Realistic,Multiplayer,Action,First-Person,Online Co-Op,Military,PvP,Team-Based,Strategy,Immersive Sim,Simulation,Stealth,3D,Combat,PvE,Violent,Early Access"
HighFleet,https://store.steampowered.com/app/1434950/HighFleet/?snr=1_7_7_7000_150_18,"Singleplayer,Indie,Strategy,Post-apocalyptic,Action Roguelike,Inventory Management,Tactical,Choices Matter,Strategy RPG,Action,Diplomacy,Exploration,Military,Nonlinear,Simulation,Building,Stylized,Physics,Adventure,Sci-fi"
Left 4 Dead,https://store.steampowered.com/app/500/Left_4_Dead/?snr=1_7_7_7000_150_18,"Zombies,Co-op,Multiplayer,FPS,Action,Horror,Shooter,Online Co-Op,Survival,Team-Based,First-Person,Post-apocalyptic,Singleplayer,Atmospheric,Adventure,Moddable,Tactical,Replay Value,Competitive,Female Protagonist"
Blade of Darkness,https://store.steampowered.com/app/1710170/Blade_of_Darkness/?snr=1_7_7_7000_150_18,"Violent,Difficult,Dark Fantasy,Souls-like,Action,Combat,RPG,Gore,Dark,Atmospheric,Third Person,Action RPG,Action-Adventure,Hack and Slash,Fantasy,Lore-Rich,Moddable,Singleplayer,Narration,Replay Value"
Slay the Spire,https://store.steampowered.com/app/646570/Slay_the_Spire/?snr=1_7_7_7000_150_18,"Roguelike Deckbuilder,Card Game,Card Battler,Roguelike,Deckbuilding,Turn-Based,Strategy,Singleplayer,Roguelite,Replay Value,Indie,Difficult,Dungeon Crawler,RPG,Mouse only,Great Soundtrack,2D,Procedural Generation,Fantasy,Casual"
Gothic 1,https://store.steampowered.com/app/65540/Gothic_1/?snr=1_7_7_7000_150_18,"RPG,Open World,Classic,Atmospheric,Singleplayer,Fantasy,Gothic,Third Person,Action,Medieval,Adventure,Story Rich,Dark Fantasy,Magic,Great Soundtrack,Action RPG,Retro,Difficult,Choices Matter,Nostalgia"
TRYP FPV : The Drone Racer Simulator,https://store.steampowered.com/app/1881200/TRYP_FPV__The_Drone_Racer_Simulator/?snr=1_7_7_7000_150_18,"Simulation,Racing,Sports,Realistic,First-Person,Early Access,Third Person,Indie,Singleplayer"
Fran Bow,https://store.steampowered.com/app/362680/Fran_Bow/?snr=1_7_7_7000_150_18,"Psychological Horror,Story Rich,Point & Click,Puzzle,Horror,Adventure,Indie,Dark,Singleplayer,Atmospheric,Female Protagonist,Psychological,Gore,Surreal,Dark Fantasy,2D,Fantasy,Hand-drawn,Great Soundtrack,Hidden Object"
Trainz Railroad Simulator 2019,https://store.steampowered.com/app/553520/Trainz_Railroad_Simulator_2019/?snr=1_7_7_7000_150_18,"Simulation,Trains,Driving,Open World,Building,Sandbox,Multiplayer,Singleplayer"
Big Ambitions,https://store.steampowered.com/app/1331550/Big_Ambitions/?snr=1_7_7_7000_150_19,"Early Access,Management,Capitalism,Simulation,Economy,Life Sim,Sandbox,Time Management,Singleplayer,Immersive Sim,Inventory Management,3D,Third Person,Resource Management,Top-Down,RPG,Open World,Modern,Stylized,CRPG"
Operation: Tango,https://store.steampowered.com/app/1335790/Operation_Tango/?snr=1_7_7_7000_150_18,"Online Co-Op,Co-op Campaign,Puzzle,Adventure,Casual,Wholesome,Family Friendly,Female Protagonist,Hacking,Multiplayer,Detective,Co-op,Investigation,Futuristic,Cyberpunk,3D,First-Person,Stylized,Colorful,Heist"
MORDHAU,https://store.steampowered.com/app/629760/MORDHAU/?snr=1_7_7_7000_150_18,"Medieval,Multiplayer,First-Person,Swordplay,Gore,PvP,Online Co-Op,Action,Fighting,PvE,Character Customization,Hack and Slash,Team-Based,Third Person,Realistic,Competitive,Historical,Indie,Survival,FPS"
Choo-Choo Charles,https://store.steampowered.com/app/1766740/ChooChoo_Charles/?snr=1_7_7_7000_150_19,"Survival Horror,Open World,Horror,First-Person,Trains,Singleplayer,Shooter,Dark,3D,Action-Adventure,FPS,Adventure,Atmospheric,Indie,Psychological Horror,Choices Matter,Action,Hand-drawn,Thriller,Hentai"
Tea For God,https://store.steampowered.com/app/1764400/Tea_For_God/?snr=1_7_7_7000_150_19,"VR,Exploration,Action Roguelike,Roguelite,Dungeon Crawler,Procedural Generation,Shooter,Action-Adventure,Stylized,Sci-fi,Resource Management,Relaxing,Action,Adventure,Singleplayer,Robots,Dystopian,Combat,Crafting,Lovecraftian"
Sticky Business,https://store.steampowered.com/app/2303350/Sticky_Business/?snr=1_7_7_7000_150_19,"Casual,Simulation,Indie,Relaxing,Wholesome,Cute,Puzzle,Pixel Graphics,Colorful,Life Sim,Family Friendly,Singleplayer,2D,Cozy,LGBTQ+,Sandbox,Economy,Point & Click,Atmospheric,Immersive Sim"
Realm of the Mad God Exalt,https://store.steampowered.com/app/200210/Realm_of_the_Mad_God_Exalt/?snr=1_7_7_7000_150_19,"Pixel Graphics,Action Roguelike,Roguelike,Perma Death,Roguelite,MMORPG,Difficult,Indie,Free to Play,Action RPG,2D,Bullet Hell,RPG,Action,Massively Multiplayer,Multiplayer,Co-op,Adventure,Online Co-Op,Fantasy"
Pacify,https://store.steampowered.com/app/967050/Pacify/?snr=1_7_7_7000_150_19,"Horror,Multiplayer,Co-op,Survival Horror,Online Co-Op,Psychological Horror,Thriller,Action,Indie,Adventure,Dark,First-Person,Singleplayer,Gore,Strategy,Sexual Content,Puzzle,Casual,Atmospheric,PvP"
Road Redemption,https://store.steampowered.com/app/300380/Road_Redemption/?snr=1_7_7_7000_150_19,"Racing,Action,Motorbike,Indie,Multiplayer,Local Co-Op,Simulation,Adventure,Violent,Arcade,4 Player Local,Singleplayer,Local Multiplayer,Gore,Third Person,Roguelike,Funny,Roguelite,Sports,Shooter"
Phoenix Point,https://store.steampowered.com/app/839770/Phoenix_Point/?snr=1_7_7_7000_150_19,"Tactical,Turn-Based Strategy,Grand Strategy,RPG,Procedural Generation,Third-Person Shooter,Strategy,Perma Death,PvE,Aliens,Character Customization,Post-apocalyptic,Third Person,First-Person,Horror,Isometric,Tutorial,Tactical RPG,Transhumanism,3D"
My Mad Scientist Roommate Turned Me Into Her Personal Robotic Battle Maiden?!?,https://store.steampowered.com/app/2121260/My_Mad_Scientist_Roommate_Turned_Me_Into_Her_Personal_Robotic_Battle_Maiden/?snr=1_7_7_7000_150_19,"Early Access,Time Management,RPG,Anime,Comedy,Simulation,Life Sim,Party-Based RPG,Dungeon Crawler,2D,Cute,Fantasy,LGBTQ+,Mythology,Robots,Sci-fi,Science,Combat,Conversation,Female Protagonist"
Dorfromantik,https://store.steampowered.com/app/1455840/Dorfromantik/?snr=1_7_7_7000_150_19,"Turn-Based Strategy,City Builder,Puzzle,Indie,Relaxing,Simulation,Strategy,Turn-Based Tactics,Board Game,Sandbox,Casual,Logic,Procedural Generation,Controller,Family Friendly,Minimalist,3D,Hand-drawn,Open World,Singleplayer"
SharpShooter3D,https://store.steampowered.com/app/2435900/SharpShooter3D/?snr=1_7_7_7000_150_19,"Action,FPS,Shooter,First-Person,3D,1990's,Dystopian,Crime,Dark,Old School,Political,Retro,Combat,Story Rich,Nonlinear,Female Protagonist,6DOF,Singleplayer,Gore,Violent"
X-Plane 11,https://store.steampowered.com/app/269950/XPlane_11/?snr=1_7_7_7000_150_19,"Simulation,Flight,Realistic,Open World,Multiplayer,VR,Singleplayer,Physics,First-Person,Sandbox,Atmospheric,Adventure,Family Friendly,Third Person,Education,Action,Exploration,Beautiful,Massively Multiplayer,Controller"
SpaceEngine,https://store.steampowered.com/app/314650/SpaceEngine/?snr=1_7_7_7000_150_19,"Early Access,Open World,Casual,Sandbox,Space,Sci-fi,Space Sim,Education,Realistic,Indie,Relaxing,Science,Atmospheric,Simulation,Colorful,Singleplayer,Procedural Generation,Exploration,Flight,3D"
Coreborn: Nations of the Ultracore,https://store.steampowered.com/app/1926090/Coreborn_Nations_of_the_Ultracore/?snr=1_7_7_7000_150_19,"Early Access,Sandbox,PvE,Multiplayer,Action-Adventure,Building,Action,Third Person,3D,Exploration,Relaxing,Open World,Survival,Fantasy,Colorful,Character Customization,Lore-Rich,Combat,Gun Customization,Massively Multiplayer"
Do Not Feed the Monkeys 2099,https://store.steampowered.com/app/1964040/Do_Not_Feed_the_Monkeys_2099/?snr=1_7_7_7000_150_19,"Dystopian,Choices Matter,Life Sim,Strategy,Multiple Endings,Management,Dark Humor,Funny,Resource Management,Simulation,2D,Story Rich,Pixel Graphics,Singleplayer,Indie,Investigation,Sci-fi,Sequel,Atmospheric,Sexual Content"
Blade of Darkness,https://store.steampowered.com/app/1710170/Blade_of_Darkness/?snr=1_7_7_7000_150_19,"Violent,Difficult,Dark Fantasy,Souls-like,Action,Combat,RPG,Gore,Dark,Atmospheric,Third Person,Action RPG,Action-Adventure,Hack and Slash,Fantasy,Lore-Rich,Moddable,Singleplayer,Narration,Replay Value"
Trine 3: The Artifacts of Power,https://store.steampowered.com/app/319910/Trine_3_The_Artifacts_of_Power/?snr=1_7_7_7000_150_19,"Puzzle Platformer,3D Platformer,Adventure,Co-op,Action,Fantasy,Controller,Puzzle,Local Co-Op,Platformer,Indie,Atmospheric,Multiplayer,Short,Physics,Local Multiplayer,3D Vision,Singleplayer,RPG,2.5D"
Golf It!,https://store.steampowered.com/app/571740/Golf_It/?snr=1_7_7_7000_150_19,"Multiplayer,Mini Golf,Golf,Casual,Sports,Funny,Early Access,Online Co-Op,Simulation,Singleplayer,Level Editor,Indie,Local Multiplayer,Sandbox,Co-op,Family Friendly,Memes,Difficult,VR,Strategy"
ROUNDS,https://store.steampowered.com/app/1557740/ROUNDS/?snr=1_7_7_7000_150_19,"Multiplayer,Fighting,Local Multiplayer,2D Fighter,Deckbuilding,Action,Roguelite,Indie,Physics,Card Battler,2D,Roguelike Deckbuilder,PvP,Card Game,Platformer,Side Scroller,Party Game,2D Platformer,Arcade,Twin Stick Shooter"
Krzyżacy - The Knights of the Cross,https://store.steampowered.com/app/2092850/Krzyacy__The_Knights_of_the_Cross/?snr=1_7_7_7000_150_19,"Card Battler,Pixel Graphics,Roguelite,Multiple Endings,RPG,Medieval,Singleplayer,Deckbuilding,Based On A Novel,Turn-Based Strategy,Adventure,Historical,Story Rich,Lore-Rich,Card Game,Strategy,Turn-Based Tactics,Roguelike,Anime,Indie"
"Gunner, HEAT, PC!",https://store.steampowered.com/app/1705180/Gunner_HEAT_PC/?snr=1_7_7_7000_150_20,"Early Access,Simulation,Tanks,Realistic,Vehicular Combat,Immersive Sim,Military,Cold War,1980s,Modern,Historical,Action,Shooter,FPS,Wargame,3D,First-Person,Third Person,Alternate History,Destruction"
Hotline Miami 2: Wrong Number,https://store.steampowered.com/app/274170/Hotline_Miami_2_Wrong_Number/?snr=1_7_7_7000_150_20,"Great Soundtrack,Gore,Pixel Graphics,Violent,Action,Fast-Paced,Difficult,Retro,Top-Down,1980s,Indie,Singleplayer,Atmospheric,Top-Down Shooter,Blood,2D,Shooter,Level Editor,Arcade,1990's"
Age of History II,https://store.steampowered.com/app/603850/Age_of_History_II/?snr=1_7_7_7000_150_20,"Strategy,Historical,War,Grand Strategy,Turn-Based Strategy,Turn-Based,Political Sim,Simulation,Sandbox,Singleplayer,World War II,Political,Diplomacy,Multiplayer,Politics,Alternate History,World War I,Indie,Casual,Open World"
Naval Action,https://store.steampowered.com/app/311310/Naval_Action/?snr=1_7_7_7000_150_20,"Naval Combat,Sailing,Pirates,Naval,Open World,MMORPG,PvP,RPG,Sandbox,Military,Historical,Massively Multiplayer,War,Realistic,Crafting,Simulation,Economy,Survival,Combat,Trading"
Tannenberg,https://store.steampowered.com/app/633460/Tannenberg/?snr=1_7_7_7000_150_20,"Gore,Team-Based,World War I,Shooter,Horror,PvP,Realistic,FPS,Action,First-Person,Historical,Multiplayer,3D,Wargame,War,Atmospheric,Indie,Simulation,Military,Strategy"
DR LIVESEY ROM AND DEATH EDITION,https://store.steampowered.com/app/2181930/DR_LIVESEY_ROM_AND_DEATH_EDITION/?snr=1_7_7_7000_150_20,"Action,Cartoon,Spectacle fighter,Hand-drawn,Difficult,Roguelike,Retro,Dungeon Crawler,Beat 'em up,Singleplayer,Procedural Generation,Atmospheric,Looter Shooter,Combat,Dark,Shoot 'Em Up,RPG,Adventure,Comedy,2D"
